2017-12-15-0-53-52    UserID [0]    Transaction Complete 
2017-12-15-0-53-52    UserID [36]    Transaction Complete 
2017-12-15-0-53-52    UserID [57]    Transaction Complete 
2017-12-15-0-53-52    UserID [15]    Transaction Complete 
2017-12-15-0-53-52    UserID [47]    Transaction Complete 
2017-12-15-0-53-52    UserID [12]    Transaction Complete 
2017-12-15-0-53-52    UserID [18]    Transaction Complete 
2017-12-15-0-53-52    UserID [27]    Transaction Complete 
2017-12-15-0-53-53    UserID [25]    Transaction Complete 
2017-12-15-0-53-53    UserID [35]    Transaction Complete 
2017-12-15-0-53-53    UserID [9]    Transaction Complete 
2017-12-15-0-53-54    UserID [29]    Transaction Complete 
2017-12-15-0-53-54    UserID [5]    Transaction Complete 
2017-12-15-0-53-54    UserID [11]    Transaction Complete 
2017-12-15-0-53-54    UserID [14]    Transaction Complete 
2017-12-15-0-53-54    UserID [34]    Transaction Complete 
2017-12-15-0-53-54    UserID [66]    Transaction Complete 
2017-12-15-0-53-54    UserID [26]    Transaction Complete 
2017-12-15-0-53-54    UserID [3]    Transaction Complete 
2017-12-15-0-53-54    UserID [63]    Transaction Complete 
2017-12-15-0-53-54    UserID [55]    Transaction Complete 
2017-12-15-0-53-54    UserID [69]    Transaction Complete 
2017-12-15-0-53-54    UserID [49]    Transaction Complete 
2017-12-15-0-53-54    UserID [16]    Transaction Complete 
2017-12-15-0-53-54    UserID [13]    Transaction Complete 
2017-12-15-0-53-54    UserID [54]    Transaction Complete 
2017-12-15-0-53-54    UserID [36]    Transaction Complete 
2017-12-15-0-53-54    UserID [38]    Transaction Complete 
2017-12-15-0-53-54    UserID [4]    Transaction Complete 
2017-12-15-0-53-54    UserID [57]    Transaction Complete 
2017-12-15-0-53-54    UserID [44]    Transaction Complete 
2017-12-15-0-53-54    UserID [52]    Transaction Complete 
2017-12-15-0-53-54    UserID [0]    Transaction Complete 
2017-12-15-0-53-54    UserID [53]    Transaction Complete 
2017-12-15-0-53-54    UserID [30]    Transaction Complete 
2017-12-15-0-53-54    UserID [50]    Transaction Complete 
2017-12-15-0-53-54    UserID [65]    Transaction Complete 
2017-12-15-0-53-54    UserID [62]    Transaction Complete 
2017-12-15-0-53-54    UserID [24]    Transaction Complete 
2017-12-15-0-53-54    UserID [60]    Transaction Complete 
2017-12-15-0-53-54    UserID [40]    Transaction Complete 
2017-12-15-0-53-54    UserID [17]    Transaction Complete 
2017-12-15-0-53-54    UserID [31]    Transaction Complete 
2017-12-15-0-53-54    UserID [59]    Transaction Complete 
2017-12-15-0-53-54    UserID [1]    Transaction Complete 
2017-12-15-0-53-54    UserID [21]    Transaction Complete 
2017-12-15-0-53-54    UserID [61]    Transaction Complete 
2017-12-15-0-53-54    UserID [12]    Transaction Complete 
2017-12-15-0-53-54    UserID [10]    Transaction Complete 
2017-12-15-0-53-54    UserID [18]    Transaction Complete 
2017-12-15-0-53-54    UserID [48]    Transaction Complete 
2017-12-15-0-53-54    UserID [23]    Transaction Complete 
2017-12-15-0-53-54    UserID [56]    Transaction Complete 
2017-12-15-0-53-54    UserID [19]    Transaction Complete 
2017-12-15-0-53-54    UserID [58]    Transaction Complete 
2017-12-15-0-53-54    UserID [39]    Transaction Complete 
2017-12-15-0-53-54    UserID [46]    Transaction Complete 
2017-12-15-0-53-54    UserID [6]    Transaction Complete 
2017-12-15-0-53-54    UserID [67]    Transaction Complete 
2017-12-15-0-53-54    UserID [68]    Transaction Complete 
2017-12-15-0-53-54    UserID [22]    Transaction Complete 
2017-12-15-0-53-54    UserID [28]    Transaction Complete 
2017-12-15-0-53-54    UserID [43]    Transaction Complete 
2017-12-15-0-53-54    UserID [8]    Transaction Complete 
2017-12-15-0-53-54    UserID [7]    Transaction Complete 
2017-12-15-0-53-54    UserID [47]    Transaction Complete 
2017-12-15-0-53-54    UserID [64]    Transaction Complete 
2017-12-15-0-53-54    UserID [33]    Transaction Complete 
2017-12-15-0-53-54    UserID [45]    Transaction Complete 
2017-12-15-0-53-54    UserID [2]    Transaction Complete 
2017-12-15-0-53-54    UserID [42]    Transaction Complete 
2017-12-15-0-53-54    UserID [15]    Transaction Complete 
2017-12-15-0-53-54    UserID [41]    Transaction Complete 
2017-12-15-0-53-54    UserID [51]    Transaction Complete 
2017-12-15-0-53-54    UserID [32]    Transaction Complete 
2017-12-15-0-53-54    UserID [20]    Transaction Complete 
2017-12-15-0-53-54    UserID [27]    Transaction Complete 
2017-12-15-0-53-54    UserID [37]    Transaction Complete 
2017-12-15-0-53-55    UserID [25]    Transaction Complete 
2017-12-15-0-53-55    UserID [35]    Transaction Complete 
2017-12-15-0-53-55    UserID [29]    Transaction Complete 
2017-12-15-0-53-55    UserID [9]    Transaction Complete 
2017-12-15-0-53-55    UserID [5]    Transaction Complete 
2017-12-15-0-53-55    UserID [11]    Transaction Complete 
2017-12-15-0-53-55    UserID [34]    Transaction Complete 
2017-12-15-0-53-55    UserID [69]    Transaction Complete 
2017-12-15-0-53-55    UserID [66]    Transaction Complete 
2017-12-15-0-53-55    UserID [57]    Transaction Complete 
2017-12-15-0-53-55    UserID [38]    Transaction Complete 
2017-12-15-0-53-55    UserID [55]    Transaction Complete 
2017-12-15-0-53-55    UserID [53]    Transaction Complete 
2017-12-15-0-53-55    UserID [21]    Transaction Complete 
2017-12-15-0-53-55    UserID [3]    Transaction Complete 
2017-12-15-0-53-55    UserID [63]    Transaction Complete 
2017-12-15-0-53-55    UserID [26]    Transaction Complete 
2017-12-15-0-53-55    UserID [13]    Transaction Complete 
2017-12-15-0-53-55    UserID [49]    Transaction Complete 
2017-12-15-0-53-55    UserID [61]    Transaction Complete 
2017-12-15-0-53-55    UserID [40]    Transaction Complete 
2017-12-15-0-53-55    UserID [17]    Transaction Complete 
2017-12-15-0-53-55    UserID [31]    Transaction Complete 
2017-12-15-0-53-55    UserID [59]    Transaction Complete 
2017-12-15-0-53-55    UserID [54]    Transaction Complete 
2017-12-15-0-53-55    UserID [1]    Transaction Complete 
2017-12-15-0-53-55    UserID [24]    Transaction Complete 
2017-12-15-0-53-55    UserID [50]    Transaction Complete 
2017-12-15-0-53-55    UserID [0]    Transaction Complete 
2017-12-15-0-53-55    UserID [4]    Transaction Complete 
2017-12-15-0-53-55    UserID [52]    Transaction Complete 
2017-12-15-0-53-55    UserID [33]    Transaction Complete 
2017-12-15-0-53-55    UserID [58]    Transaction Complete 
2017-12-15-0-53-55    UserID [23]    Transaction Complete 
2017-12-15-0-53-55    UserID [16]    Transaction Complete 
2017-12-15-0-53-55    UserID [39]    Transaction Complete 
2017-12-15-0-53-55    UserID [10]    Transaction Complete 
2017-12-15-0-53-55    UserID [12]    Transaction Complete 
2017-12-15-0-53-55    UserID [6]    Transaction Complete 
2017-12-15-0-53-56    UserID [60]    Transaction Complete 
2017-12-15-0-53-56    UserID [65]    Transaction Complete 
2017-12-15-0-53-56    UserID [44]    Transaction Complete 
2017-12-15-0-53-56    UserID [30]    Transaction Complete 
2017-12-15-0-53-56    UserID [64]    Transaction Complete 
2017-12-15-0-53-56    UserID [36]    Transaction Complete 
2017-12-15-0-53-56    UserID [48]    Transaction Complete 
2017-12-15-0-53-56    UserID [43]    Transaction Complete 
2017-12-15-0-53-56    UserID [7]    Transaction Complete 
2017-12-15-0-53-56    UserID [27]    Transaction Complete 
2017-12-15-0-53-56    UserID [20]    Transaction Complete 
2017-12-15-0-53-56    UserID [37]    Transaction Complete 
2017-12-15-0-53-56    UserID [67]    Transaction Complete 
2017-12-15-0-53-56    UserID [19]    Transaction Complete 
2017-12-15-0-53-56    UserID [68]    Transaction Complete 
2017-12-15-0-53-56    UserID [62]    Transaction Complete 
2017-12-15-0-53-56    UserID [15]    Transaction Complete 
2017-12-15-0-53-56    UserID [18]    Transaction Complete 
2017-12-15-0-53-56    UserID [14]    Transaction Complete 
2017-12-15-0-53-56    UserID [42]    Transaction Complete 
2017-12-15-0-53-56    UserID [22]    Transaction Complete 
2017-12-15-0-53-56    UserID [41]    Transaction Complete 
2017-12-15-0-53-56    UserID [8]    Transaction Complete 
2017-12-15-0-53-56    UserID [47]    Transaction Complete 
2017-12-15-0-53-56    UserID [45]    Transaction Complete 
2017-12-15-0-53-56    UserID [46]    Transaction Complete 
2017-12-15-0-53-56    UserID [56]    Transaction Complete 
2017-12-15-0-53-56    UserID [51]    Transaction Complete 
2017-12-15-0-53-56    UserID [28]    Transaction Complete 
2017-12-15-0-53-56    UserID [32]    Transaction Complete 
2017-12-15-0-53-56    UserID [2]    Transaction Complete 
2017-12-15-0-53-56    UserID [25]    Transaction Complete 
2017-12-15-0-53-56    UserID [5]    Transaction Complete 
2017-12-15-0-53-57    UserID [9]    Transaction Complete 
2017-12-15-0-53-57    UserID [29]    Transaction Complete 
2017-12-15-0-53-57    UserID [35]    Transaction Complete 
2017-12-15-0-53-57    UserID [57]    Transaction Complete 
2017-12-15-0-53-57    UserID [13]    Transaction Complete 
2017-12-15-0-53-57    UserID [26]    Transaction Complete 
2017-12-15-0-53-57    UserID [55]    Transaction Complete 
2017-12-15-0-53-57    UserID [34]    Transaction Complete 
2017-12-15-0-53-57    UserID [3]    Transaction Complete 
2017-12-15-0-53-57    UserID [11]    Transaction Complete 
2017-12-15-0-53-57    UserID [66]    Transaction Complete 
2017-12-15-0-53-57    UserID [40]    Transaction Complete 
2017-12-15-0-53-57    UserID [54]    Transaction Complete 
2017-12-15-0-53-57    UserID [63]    Transaction Complete 
2017-12-15-0-53-57    UserID [65]    Transaction Complete 
2017-12-15-0-53-57    UserID [21]    Transaction Complete 
